Column1;Column2;Column3;Column4
遇到;yùdào;повстречаться с..., столкнуться с...;3
元;yuán;"юань (валюта); главный, первоначальный";3
愿意;yuànyì;желать, хотеть;3
月亮;yuèliang;луна;3
越;yuè;"перейти через; преодолеть, еще более";3
站;zhàn;остановка, станция, стоять;3
张;zhāng;"сч. слово для объектов с плоской поверхностью: стол, кровать, лист; расстилать";3
长;zhǎng;главный, старший, развивать;3
着急;zháojí;волноваться, торопиться;3
照顾;zhàogù;присматривать, заботиться;3
照片;zhàopiàn;фотография (сч. слово 张 zhāng);3
照相机;zhàoxiàngjī;"фотоаппарат (также 相机; сч. слово 部 bù)";3
只;zhǐ;только, всего лишь;3
只;zhī;сч. слово для многих животных и др. объектов;3
才;cái;"то...; тогда..., только, всего лишь";3
中间;zhōngjiān;среди, посередине, между;3
中文;zhōngwén;китайский язык;3
终于;zhōngyú;в конце концов, наконец;3
种;zhǒng;тип, разновидность;3
重要;zhòngyào;важный;3
周末;zhōumò;выходные, конец недели;3
主要;zhǔyào;главный, главным образом;3
注意;zhùyì;"обращать внимание, замечать; принимать во внимание";3
自己;zìjǐ;сам;3
自行车;zìxíngchē;велосипед (сч. слово 辆 liàng);3
总是;zǒng shì;постоянно, все время, всегда;3
嘴;zuǐ;рот (сч. слово 张 zhāng);3
最后;zuìhòu;самый последний, в конце концов;3
最近;zuì jìn;ближайший, недавно;3
作业;zuòyè;домашняя работа/задание, работа;3
爱情;àiqíng;любовь;4
安排;ānpái;назначать, организовывать, планировать, распределять;4
安全;ānquán;безопасность, безопасный;4
按时;ànshí;в срок, вовремя;4
按照;ànzhào;"в соответствии с...; согласно, по";4
包括;bāokuò;"содержать, охватывать, включать (в себя); включительно, включая, в том числе";4
棒;bàng;"палка, стержень; классный, здоровский";4
包子;bāozi;баоцзы, паровые пирожки (сч. слово 个 ge);4
保护;bǎohù;защищать, защита;4
保证;bǎozhèng;"гарантировать, ручаться; гарантия, поручительство";4
报名;bào míng;"зарегистрироваться; записаться (букв. докладывать + имя)";4
抱;bào;"держать (двумя руками); нести; обнимать";4
抱歉;bàoqiàn;"сожалеть; выразить сожаление";4
倍;bèi;"удваиваться, увеличиваться в несколько раз; раз, крат";4
本来;běnlái;изначально, на самом деле (букв. корень + приходить);4
笨;bèn;глупый, тупой, неуклюжий;4
比如;bǐrú;например;4
毕业;bìyè;заканчивать, окончание (про школу, курс, университет);4
遍;biàn;"повсюду, везде; раз, разок (сч. слово для глаголов)";4
标准;biāozhǔn;стандарт, нормативный, стандартный;4
表格;biǎogé;таблица, бланк (сч. слово 张 zhāng, 份 fèn);4
表示;biǎoshì;выражать, показывать, высказать;4
表演;biǎoyǎn;выступать, играть, выступление, представление (сч. слово 场 chǎng);4
表扬;biǎoyáng;хвалить;4
饼干;bǐnggān;печенье (сч. слово 片 piàn, 块 kuài);4
并且;bìngqiě;к тому же, более того, и;4
博士;bóshì;доктор (наук);4
不过;bú guò;но, однако;4
不得不;bù dé bù;нельзя не…, быть вынужденным, необходимо;4
不管;bù guǎn;"несмотря на (то, что); независимо от того; как бы ни; не интересоваться ч-л";4
不仅;bù jǐn;не только... (но и ...);4
部分;bùfen;часть, доля (сч. слово 个 ge);4
擦;cā;" вытирать; тереть; чистить";4
猜;cāi;угадывать;4
材料;cáiliào;материалы, данные;4
参观;cānguān;посещать, осматривать, совершать экскурсию;4
餐厅;cāntīng;столовая, ресторан (сч. слово 家 jiā, 间 jiān);4
厕所;cèsuǒ;туалет (сч. слово 间 jiān, 处 chù);4
差不多;chà bu duō;почти;4
尝;cháng;"пробовать (на вкус), пробовать на опыте; в прошлом; когда-то";4
长城;cháng chéng;Великая китайская стена;4
长江;chángjiāng;река Янцзы;4
场;chǎng;"площадь; площадка; поле; сцена, арена; счётное слово для спортивных игр и зрелищ";4
超过;chāoguò;"обогнать; опередить; превысить; превзойти";4
乘坐;chéngzuò;ехать (на каком-либо виде транспорта);4
成功;chénggōng;"успех; успешный; завершиться успехом";4
成为;chéngwéi;становиться...;4
诚实;chéngshí;правдивый, честный, искренний;4
吃惊;chījīng;"перепугаться; изумиться; поразиться";4
重新;chóngxīn;снова, заново;4
抽烟;chōu yān;курить (сигареты, табак);4
出差;chūchāi;отправляться в командировку, командировка;4
出发;chūfā;отправляться (в путь), исходить из...;4
出生;chūshēng;рождаться;4
出现;chūxiàn;появляться;4
厨房;chúfáng;кухня (сч. слово 间 jiān);4
传真;chuánzhēn;"факс; передавать факс";4
窗户;chuānghu;окно (сч. слова 个 ge, 扇 shàn);4
词语;cíyǔ;слова, выражения, термины;4
从来;cónglái;"всегда, никогда (перед отрицанием); издавна, до сих пор";4
粗心;cūxīn;"небрежный, невнимательный; небрежно; небрежность";4
存;cún;"быть, существовать, иметься; содержать, храниться";4
错误;cuòwù;ошибка (сч. слово 个 ge);4
答案;dá àn;ответ, решение (сч. слово 个 ge);4
打扮;dǎ ban;"наряжать(ся); переодеваться (кем-либо); наряд; наносить макияж";4
打扰;dǎrǎo;тревожить, беспокоить;4
